信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;.【深圳市解除所有暴雨预警信号和分区雷雨大风黄色预警信号】雷暴云团减弱，强降雨减弱，深圳市气象台2025年08月19日14时20分解除所有暴雨预警信号和雷雨大风黄色预警信号。市民仍需注意远离河道和危险边坡等。","	2025-08-19 14:20:28",0,123,AAA30mAAcAACpEsAAH,-,105111,"	2025-08-19 14:20:00",取消,0,盐田、横岗、龙岗、坪地、龙城、园山、宝龙、碧岭,暴雨,109628,0
黄色,0,"【深圳市扩展分区暴雨黄色预警信号并发布分区雷雨大风黄色预警信号】预计福田区、大鹏新区、大鹏湾和大亚湾2-3小时内将出现30-50毫米降水，深圳市气象台2025年08月19日10时将分区暴雨黄色预警信号扩展至上述区域，同时发布罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾雷雨大风黄色预警信号，预计1-2小时内最大阵风8级以上，并伴有强雷电。请落实各项防风防雷电措施。全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 10:03:14",0,124,AAA30mAAcAACpEsAAF,-,105109,"	2025-08-19 10:00:00",发布,0,"罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",雷雨大风,109626,0
黄色,0,"【深圳市扩展分区暴雨黄色预警信号并发布分区雷雨大风黄色预警信号】预计福田区、大鹏新区、大鹏湾和大亚湾2-3小时内将出现30-50毫米降水，深圳市气象台2025年08月19日10时将分区暴雨黄色预警信号扩展至上述区域，同时发布罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾雷雨大风黄色预警信号，预计1-2小时内最大阵风8级以上，并伴有强雷电。请落实各项防风防雷电措施。全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 10:03:14",0,122,AAA30mAAcAACpEsAAE,-,105108,"	2025-08-19 10:00:00",发布,0,福田区、大鹏新区、大鹏湾、大亚湾,暴雨,109625,0
黄色,0,"罗湖区、南山区、沙头角、海山、梅沙、宝安区、光明区、龙华区、布吉、坂田、南湾、平湖、吉华、坑梓、坪山、马峦、石井、龙田、珠江口、深圳湾,暴雨,黄色,2025-08-19 07:15:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;盐田、横岗、龙岗、坪地、龙城、园山、宝龙、碧岭,暴雨,橙色,2025-08-19 09:15:00;.【深圳市分区暴雨黄色预警信号升级为橙色】过去1小时，盐田区（盐田街道）、龙岗区（横岗、龙岗、坪地、龙城、园山、宝龙街道）和坪山区（碧岭街道）已出现强降雨，预计未来2-3小时还将出现30-50毫米降水，深圳市气象台2025年08月19日09时15分将上述区域暴雨黄色预警信号升级为橙色，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-08-19 09:16:13",0,122,AAA30mAAcAACpEsAAD,-,105107,"	2025-08-19 09:15:00",取消,0,盐田、横岗、龙岗、坪地、龙城、园山、宝龙、碧岭,暴雨,109624,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】过去1小时，盐田区（盐田街道）、龙岗区（横岗、龙岗、坪地、龙城、园山、宝龙街道）和坪山区（碧岭街道）已出现强降雨，预计未来2-3小时还将出现30-50毫米降水，深圳市气象台2025年08月19日09时15分将上述区域暴雨黄色预警信号升级为橙色，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-08-19 09:16:13",0,123,AAA30mAAcAACpEsAAC,-,105106,"	2025-08-19 09:15:00",发布,0,盐田、横岗、龙岗、坪地、龙城、园山、宝龙、碧岭,暴雨,109623,0
橙色,0,"罗湖区、南山区、盐田区、宝安区、光明区、龙华区、龙岗区、坪山区、珠江口、深圳湾,暴雨,黄色,2025-08-19 07:15:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;.【深圳市分区暴雨红色预警信号降级为黄色、分区暴雨橙色预警信号降级为黄色】本轮强降水趋于减弱，但降雨仍将持续，深圳市气象台2025年08月19日07时15分将罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨红色预警信号，罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨橙色预警信号降级为黄色，今天天气仍不稳定，请继续防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 07:18:16",0,122,AAA30mAAcAACpEsAAB,-,105105,"	2025-08-19 07:15:00",取消,0,"翠竹、东晓、清水河、黄贝、南湖、桂园、东门、笋岗、梅沙、龙华、观湖、福城、观澜、布吉、坂田、南湾、平湖、吉华",暴雨,109622,0
红色,0,"罗湖区、南山区、盐田区、宝安区、光明区、龙华区、龙岗区、坪山区、珠江口、深圳湾,暴雨,黄色,2025-08-19 07:15:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;.【深圳市分区暴雨红色预警信号降级为黄色、分区暴雨橙色预警信号降级为黄色】本轮强降水趋于减弱，但降雨仍将持续，深圳市气象台2025年08月19日07时15分将罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨红色预警信号，罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨橙色预警信号降级为黄色，今天天气仍不稳定，请继续防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 07:18:16",0,123,AAA30mAAcAACpEsAAA,-,105104,"	2025-08-19 07:15:00",取消,0,"东湖、莲塘、沙头角、海山、盐田、横岗、龙岗、龙城、园山",暴雨,109621,0
黄色,0,"【深圳市分区暴雨红色预警信号降级为黄色、分区暴雨橙色预警信号降级为黄色】本轮强降水趋于减弱，但降雨仍将持续，深圳市气象台2025年08月19日07时15分将罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨红色预警信号，罗湖区、盐田区、龙岗区（横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山街道）和龙华区（龙华、观湖、福城、观澜街道）暴雨橙色预警信号降级为黄色，今天天气仍不稳定，请继续防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 07:18:16",0,122,AAA30mAAcAACpFFAAN,-,105103,"	2025-08-19 07:15:00",发布,0,"罗湖区、盐田区、龙华、观湖、福城、观澜、横岗、布吉、龙岗、龙城、坂田、南湾、平湖、吉华、园山",暴雨,109620,0
黄色,0,"东湖、莲塘、沙头角、海山、盐田、横岗、龙岗、龙城、园山,暴雨,红色,2025-08-19 05:52:00;翠竹、东晓、清水河、黄贝、南湖、桂园、东门、笋岗、梅沙、龙华、观湖、福城、观澜、布吉、坂田、南湾、平湖、吉华,暴雨,橙色,2025-08-19 05:10:00;南山区、宝安区、光明区、大浪、民治、坪地、宝龙、坪山区、珠江口、深圳湾,暴雨,黄色,2025-08-19 05:52:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;.【深圳市分区暴雨黄色预警信号升级为红色、扩展分区暴雨黄色预警信号】过去3小时，龙岗区（龙岗街道）累计雨量已达暴雨，预计未来1小时还将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分在上述区域发布暴雨红色预警信号。预计龙岗区（坪地街道）和坪山区（坑梓、坪山、马峦、石井、龙田街道）1小时内将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分将分区暴雨黄色预警信号扩展至上述区域，全市进入暴雨紧急防御状态，请迅速做好防御工作，远离低洼易涝等危险区域，上述区域山洪风险很大，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 05:55:20",0,122,AAA30mAAcAACpFFAAM,-,105102,"	2025-08-19 05:52:00",取消,0,龙岗,暴雨,109619,0
红色,0,"【深圳市分区暴雨黄色预警信号升级为红色、扩展分区暴雨黄色预警信号】过去3小时，龙岗区（龙岗街道）累计雨量已达暴雨，预计未来1小时还将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分在上述区域发布暴雨红色预警信号。预计龙岗区（坪地街道）和坪山区（坑梓、坪山、马峦、石井、龙田街道）1小时内将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分将分区暴雨黄色预警信号扩展至上述区域，全市进入暴雨紧急防御状态，请迅速做好防御工作，远离低洼易涝等危险区域，上述区域山洪风险很大，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 05:55:20",0,123,AAA30mAAcAACpFFAAK,-,105100,"	2025-08-19 05:52:00",发布,0,龙岗,暴雨,109617,0
黄色,0,"【深圳市分区暴雨黄色预警信号升级为红色、扩展分区暴雨黄色预警信号】过去3小时，龙岗区（龙岗街道）累计雨量已达暴雨，预计未来1小时还将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分在上述区域发布暴雨红色预警信号。预计龙岗区（坪地街道）和坪山区（坑梓、坪山、马峦、石井、龙田街道）1小时内将出现20-40毫米降水，深圳市气象台2025年08月19日05时52分将分区暴雨黄色预警信号扩展至上述区域，全市进入暴雨紧急防御状态，请迅速做好防御工作，远离低洼易涝等危险区域，上述区域山洪风险很大，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 05:55:20",0,122,AAA30mAAcAACpFFAAL,-,105101,"	2025-08-19 05:52:00",发布,0,坪地、坑梓、坪山、马峦、石井、龙田,暴雨,109618,0
橙色,0,"翠竹、东晓、清水河、黄贝、南湖、桂园、东门、笋岗、梅沙、龙华、观湖、福城、观澜、布吉、坂田、南湾、平湖、吉华,暴雨,橙色,2025-08-19 05:10:00;南山区、宝安区、光明区、大浪、民治、龙岗、宝龙、碧岭、珠江口、深圳湾,暴雨,黄色,2025-08-19 04:58:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;东湖、莲塘、沙头角、海山、盐田、横岗、龙城、园山,暴雨,红色,2025-08-19 05:43:00;.【深圳市分区暴雨橙色预警信号升级为红色】过去3小时，罗湖区（东湖、莲塘街道）、盐田区（沙头角、海山、盐田街道）和龙岗区（横岗、龙城、园山街道）累计雨量已达大暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年08月19日05时43分在上述区域发布暴雨红色预警信号，全市进入暴雨紧急防御状态，请迅速做好防御工作，远离低洼易涝等危险区域，上述区域山洪风险很大，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。","	2025-08-19 05:46:11",0,122,AAA30mAAcAACpEuAAF,-,105099,"	2025-08-19 05:43:00",取消,0,东湖、莲塘、沙头角、海山、盐田、横岗、龙城、园山,暴雨,109616,0
红色,0,"【深圳市分区暴雨橙色预警信号升级为红色】过去3小时，罗湖区（东湖、莲塘街道）、盐田区（沙头角、海山、盐田街道）和龙岗区（横岗、龙城、园山街道）累计雨量已达大暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年08月19日05时43分在上述区域发布暴雨红色预警信号，全市进入暴雨紧急防御状态，请迅速做好防御工作，远离低洼易涝等危险区域，上述区域山洪风险很大，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。","	2025-08-19 05:46:11",0,123,AAA30mAAcAACpEuAAE,-,105098,"	2025-08-19 05:43:00",发布,0,东湖、莲塘、沙头角、海山、盐田、横岗、龙城、园山,暴雨,109615,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，龙岗区（龙城、坂田街道）和龙华区（龙华、观湖、福城、观澜街道）已出现强降雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年08月19日05时10分在上述区域发布暴雨橙色预警信号，全市已进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-08-19 05:13:04",0,122,AAA30mAAcAACpEuAAC,-,105096,"	2025-08-19 05:10:00",发布,0,龙华、观湖、福城、观澜、龙城、坂田,暴雨,109613,0
黄色,0,"南山区、宝安区、光明区、大浪、民治、龙岗、宝龙、碧岭、珠江口、深圳湾,暴雨,黄色,2025-08-19 04:58:00;罗湖区、盐田区、龙华、观湖、福城、观澜、横岗、布吉、龙城、坂田、南湾、平湖、吉华、园山,暴雨,橙色,2025-08-19 05:10:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-08-19 03:45:00;.【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，龙岗区（龙城、坂田街道）和龙华区（龙华、观湖、福城、观澜街道）已出现强降雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年08月19日05时10分在上述区域发布暴雨橙色预警信号，全市已进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-08-19 05:13:04",0,122,AAA30mAAcAACpEuAAD,-,105097,"	2025-08-19 05:10:00",取消,0,龙华、观湖、福城、观澜、龙城、坂田,暴雨,109614,0
黄色,0,"【深圳市扩展分区暴雨黄色预警信号】预计龙岗区（龙岗、龙城、宝龙街道）和坪山区（碧岭街道）1小时内将出现20-40毫米降水，深圳市气象台2025年08月19日04时58分将分区暴雨黄色预警信号扩展至上述区域，全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 04:59:19",0,122,AAA30mAAcAACpEuAAB,-,105095,"	2025-08-19 04:58:00",发布,0,龙岗、龙城、宝龙、碧岭,暴雨,109612,0
黄色,0,"【深圳市扩展分区暴雨黄色预警信号】预计光明区、龙华区、宝安区（松岗、沙井、新桥、燕罗街道）和龙岗区（坂田街道）1小时内将出现20-40毫米降水，深圳市气象台2025年08月19日04时35分将分区暴雨黄色预警信号扩展至上述区域，全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-08-19 04:36:26",0,122,AAA30mAAcAACpEuAAA,-,105094,"	2025-08-19 04:35:00",发布,0,松岗、沙井、新桥、燕罗、光明区、龙华区、坂田,暴雨,109611,0
